source_id,subject,relative_path,decision,public_action,reason
SRC-0476,전동기제어,전동기 프로젝트\전류응답 매트랩코드.txt,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0477,전동기제어,전동기 프로젝트\전류응답 코드.txt,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0478,전동기제어,전동기 프로젝트\전류응답.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0479,전동기제어,전동기 프로젝트\전류응답matlab.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0480,전동기제어,전동기 프로젝트\토크리플 10000.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0481,전동기제어,전동기 프로젝트\토크리플 25000.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0482,전동기제어,전동기 프로젝트\프정격조건 속도 그래.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0483,전동기제어,전동기 프로젝트\회로도.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0484,전동기제어,전동기 프로젝트.zip,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Archive provenance retained; publish curated extracted sources only.
SRC-0485,전동기제어,전동기 프로젝트__extracted\aim3 결과.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0486,전동기제어,전동기 프로젝트__extracted\dc모터 제어 코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0487,전동기제어,전동기 프로젝트__extracted\dc모터 최종 코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0488,전동기제어,전동기 프로젝트__extracted\Project2025.pdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0489,전동기제어,전동기 프로젝트__extracted\속도응답 매트랩코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0490,전동기제어,전동기 프로젝트__extracted\속도응답 코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0491,전동기제어,전동기 프로젝트__extracted\속도응답.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0492,전동기제어,전동기 프로젝트__extracted\속도응답matlab.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0493,전동기제어,전동기 프로젝트__extracted\전류응답 매트랩코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0494,전동기제어,전동기 프로젝트__extracted\전류응답 코드.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0495,전동기제어,전동기 프로젝트__extracted\전류응답.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0496,전동기제어,전동기 프로젝트__extracted\전류응답matlab.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0497,전동기제어,전동기 프로젝트__extracted\토크리플 10000.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0498,전동기제어,전동기 프로젝트__extracted\토크리플 25000.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0499,전동기제어,전동기 프로젝트__extracted\프정격조건 속도 그래.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0500,전동기제어,전동기 프로젝트__extracted\회로도.png,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0501,전력시스템공학,사진\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].hwpx,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0502,전력시스템공학,사진\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0503,전력시스템공학,사진\전력시스템공학__서지임피던스 계산 및 프로그램 실행 보고서_32210488_김동혁.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0504,전력시스템공학,제11차 전력수급기본계획요약_전력시스템공학_1분반_[AUTHOR].pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0505,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\B7flatlp.aux,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0506,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\B7flatlp.pwb,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0507,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\sample1 test.PWB,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0508,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\sample1 test.pwd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0509,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\과제 문제.PWB,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0510,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\과제 문제.pwd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0511,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0512,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR].zip,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Archive provenance retained; publish curated extracted sources only.
SRC-0513,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\B7flatlp.aux,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0514,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\B7flatlp.pwb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0515,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\sample1 test.PWB,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0516,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\sample1 test.pwd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0517,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\과제 문제.PWB,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0518,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\과제 문제.pwd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0519,전력시스템공학,중간과제\[STUDENT-ID]_[AUTHOR]__extracted\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0520,전력시스템공학,중간과제\7과제6.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0521,전력시스템공학,중간과제\newcase.pwb,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0522,전력시스템공학,중간과제\newcase.pwd,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0523,전력시스템공학,중간과제\newsample1.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0524,전력시스템공학,중간과제\newsample2.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0525,전력시스템공학,중간과제\sample.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0526,전력시스템공학,중간과제\sample1 test.PWB,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0527,전력시스템공학,중간과제\sample1 test.pwd,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0528,전력시스템공학,중간과제\sample1.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0529,전력시스템공학,중간과제\sample2.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0530,전력시스템공학,중간과제\sample3.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0531,전력시스템공학,중간과제\sample4.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0532,전력시스템공학,중간과제\sample5.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0533,전력시스템공학,중간과제\과제 2400 강하.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0534,전력시스템공학,중간과제\과제 문제.PWB,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0535,전력시스템공학,중간과제\과제 문제.pwd,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0536,전력시스템공학,중간과제\과제.PWB,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0537,전력시스템공학,중간과제\과제.pwd,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Proprietary PowerWorld case retained for traceability; not directly web-publishable.
SRC-0538,전력시스템공학,중간과제\과제1.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0539,전력시스템공학,중간과제\과제2.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0540,전력시스템공학,중간과제\과제3.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0541,전력시스템공학,중간과제\과제4.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0542,전력시스템공학,중간과제\과제5.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0543,전력시스템공학,중간과제\과제6.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0544,전력시스템공학,중간과제\과제7.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0545,전력시스템공학,중간과제\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].hwpx,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0546,전력시스템공학,중간과제\서지임피던스 계산 및 프로그램 실행_[STUDENT-ID]_[AUTHOR].pdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0547,전력시스템공학,중간과제\전력시스템공학__서지임피던스 계산 및 프로그램 실행 보고서_32210488_김동혁.pdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0548,전력시스템공학,중간과제\화면 캡처 2025-06-22 183946.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0549,전력시스템공학,중간과제\화면 캡처 2025-06-22 190327.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0550,컨트롤로직설계,04. Introduction to VHDL.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0551,컨트롤로직설계,06. VHDL Modeling.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0552,컨트롤로직설계,07. 4-bit Full Adder.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0553,컨트롤로직설계,08. DEC and MUX.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0554,컨트롤로직설계,09 Finite State MachineFSM_241121_133442.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0555,컨트롤로직설계,10. Universal Shift Register.pdf,THIRD_PARTY,Cite bibliographically; do not copy full asset.,"Lecture/tutorial/teammate/government reference; cite, do not republish."
SRC-0556,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR].zip,PUBLIC_REFERENCE_ONLY,Retain in private audit; link only if useful and safe.,Archive provenance retained; publish curated extracted sources only.
SRC-0557,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\sim\ssm.db,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0558,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\wt\project.wpc,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0559,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.cache\wt\xsim.wdf,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0560,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.hw\mealy.lpr,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0561,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.ip_user_files\README.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0562,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\compile.bat,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0563,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\elaborate.bat,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0564,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\elaborate.log,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0565,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb.tcl,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0566,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb_behav.wdb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0567,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\mealy_tb_vhdl.prj,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0568,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\simulate.bat,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0569,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\simulate.log,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0570,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xelab.pb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0571,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\Compile_Options.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0572,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\obj\xsim_0.win64.obj,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0573,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\obj\xsim_1.c,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0574,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\obj\xsim_1.win64.obj,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0575,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\TempBreakPointFile.txt,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0576,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.dbg,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0577,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.mem,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0578,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.reloc,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0579,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.rlx,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0580,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.rtti,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0581,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.svtype,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0582,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.type,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0583,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsim.xdbg,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0584,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsimcrash.log,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0585,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsimk.exe,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0586,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsimkernel.log,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0587,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\mealy_tb_behav\xsimSettings.ini,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0588,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\mealy.vdb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0589,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\mealy_tb.vdb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0590,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\xil_defaultlib.rlx,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0591,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xsim.ini,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0592,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xvhdl.log,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0593,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.sim\sim_1\behav\xsim\xvhdl.pb,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0594,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.srcs\sim_1\new\mealy_tb.vhd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0595,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.srcs\sources_1\new\mealy.vhd,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0596,컨트롤로직설계,101 Sequence Recognizer_[STUDENT-ID]_[AUTHOR]__extracted\mealy_[STUDENT-ID]_[AUTHOR]\mealy.xpr,DUPLICATE,Do not republish duplicate bytes.,Exact SHA-256 duplicate of the canonical source record.
SRC-0597,컨트롤로직설계,4 bit Universal Shift Register\스크린샷 2026-07-29 110723.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0598,컨트롤로직설계,4 bit Universal Shift Register\스크린샷 2026-07-29 110726.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0599,컨트롤로직설계,4 bit Universal Shift Register\스크린샷 2026-07-29 110732.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0600,컨트롤로직설계,4 bit Universal Shift Register\스크린샷 2026-07-29 110744.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
SRC-0601,컨트롤로직설계,4 bit Universal Shift Register\스크린샷 2026-07-29 110750.png,PUBLIC_USED,Curate into case study with source label/redaction.,"Primary student-authored report, source, calculation, or visual evidence."
