asset_id,archive,nested_archive,original_path,original_filename,extension,byte_size,width,height,aspect_ratio,file_hash_sha256,perceptual_hash,project,course,source_type,evidence_status,contains_person,contains_personal_information,contains_student_id,contains_local_path,contains_third_party_material,text_readability,technical_relevance,evidence_strength,readability_score,resolution_score,privacy_safety,uniqueness,recruiter_value,selection_score,duplicate_group,preferred_source,publication_status,publication_reason,public_filename,github_readme,github_pages_ko,github_pages_en,notion_parent,notion_detail,caption_ko,caption_en,alt_ko,alt_en,source_page_or_sheet,public_locations
COU-af5b1c9218f2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image189.png,Image189.png,.png,11077,600,197,3.0457,af5b1c9218f2c867e14163b0a5f39ecf07b04f2f72078a4e2edef1df240634af,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0063,COU-af5b1c9218f2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image189 — Embedded Source Visual,Image189 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image189 기술 근거 화면,Technical evidence view named Image189 from the RF/Microwave project,PDF page 21,
COU-b9acd60d0321,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image191.png,Image191.png,.png,558,154,197,0.7817,b9acd60d0321213123d625bf958f2f208e899cbe5be69682a67f066768ae5e1e,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0064,COU-b9acd60d0321,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image191 — Embedded Source Visual,Image191 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image191 기술 근거 화면,Technical evidence view named Image191 from the RF/Microwave project,PDF page 21,
COU-0999bd52f446,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image193.png,Image193.png,.png,5183,371,197,1.8832,0999bd52f446a0846a6ef23493a9900a8ec354c78482818ace0793f2fdfb84c3,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0065,COU-0999bd52f446,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image193 — Embedded Source Visual,Image193 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image193 기술 근거 화면,Technical evidence view named Image193 from the RF/Microwave project,PDF page 21,
COU-57c0dec225ef,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image196.png,Image196.png,.png,111786,1920,1080,1.7778,57c0dec225ef2e1b730b12ce639b692f84a974fd41d4a66f380ff8b660fe041c,ff818087807fc07f,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,High,5,3,5,5,5,5,3,31,EXACT-0066,COU-57c0dec225ef,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image196 — Embedded Source Visual,Image196 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image196 기술 근거 화면,Technical evidence view named Image196 from the RF/Microwave project,PDF page 21,
COU-0e666e64c3ce,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image197.png,Image197.png,.png,32479,694,503,1.3797,0e666e64c3cecf089855398fd9356d01c005c81f9523613ac4fcf6b1cd06f0d9,d10b0e6b4e9d1c6b,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,2,5,5,3,26,EXACT-0067,COU-0e666e64c3ce,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image197 — Embedded Source Visual,Image197 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image197 기술 근거 화면,Technical evidence view named Image197 from the RF/Microwave project,PDF page 21,
COU-6791b43944ac,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image199.png,Image199.png,.png,163303,1920,1080,1.7778,6791b43944ac5b4af6ca8891d40c01c9ec281f7f85f255cf3c4f8b7e60ef7bd7,cf80b083807fc97f,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,High,5,3,5,5,5,5,3,31,EXACT-0068,COU-6791b43944ac,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image199 — Embedded Source Visual,Image199 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image199 기술 근거 화면,Technical evidence view named Image199 from the RF/Microwave project,PDF page 21,
COU-f8422bdb3ec4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-21::Image200.png,Image200.png,.png,6902,263,114,2.307,f8422bdb3ec49fe4d7e6572e135e71be3e9125f496502f4d95e73ae0f54d623f,803fbf80c06b6be3,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0069,COU-f8422bdb3ec4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image200 — Embedded Source Visual,Image200 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image200 기술 근거 화면,Technical evidence view named Image200 from the RF/Microwave project,PDF page 21,
COU-1494b184fc12,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image17.png,Image17.png,.png,2188,1946,40,48.65,1494b184fc12e57f66bf9afb5b7b9a9c1301f3bedab8035e60cd9ecadf13c629,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0139,COU-1494b184fc12,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 22,
COU-b9acd60d0321,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image191.png,Image191.png,.png,558,154,197,0.7817,b9acd60d0321213123d625bf958f2f208e899cbe5be69682a67f066768ae5e1e,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0064,COU-b9acd60d0321,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image191 — Embedded Source Visual,Image191 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image191 기술 근거 화면,Technical evidence view named Image191 from the RF/Microwave project,PDF page 22,
COU-f9d9e38cda2d,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image203.png,Image203.png,.png,11119,600,197,3.0457,f9d9e38cda2d2c021340546dfc801e4c33e19ee305e4b04c9695547e6cc8a291,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0070,COU-f9d9e38cda2d,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image203 — Embedded Source Visual,Image203 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image203 기술 근거 화면,Technical evidence view named Image203 from the RF/Microwave project,PDF page 22,
COU-0188175b40d2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image205.png,Image205.png,.png,553,163,197,0.8274,0188175b40d208b09fa46d998aed740b517536b4dfdeef862e2cd543e0f74fae,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0071,COU-0188175b40d2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image205 — Embedded Source Visual,Image205 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image205 기술 근거 화면,Technical evidence view named Image205 from the RF/Microwave project,PDF page 22,
COU-08de0f2ae87c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image207.png,Image207.png,.png,2479,168,197,0.8528,08de0f2ae87cfa44dfa168214db6952925c0add51af3b7d9276353ef784b8120,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0072,COU-08de0f2ae87c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image207 — Embedded Source Visual,Image207 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image207 기술 근거 화면,Technical evidence view named Image207 from the RF/Microwave project,PDF page 22,
COU-a856497748f4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image209.png,Image209.png,.png,10490,553,197,2.8071,a856497748f4082810e55e477b29d6fc8287efbe473de82971e3f757cce29bef,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0073,COU-a856497748f4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image209 — Embedded Source Visual,Image209 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image209 기술 근거 화면,Technical evidence view named Image209 from the RF/Microwave project,PDF page 22,
COU-2e1e93fd0d39,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image211.jpg,Image211.jpg,.jpg,43627,689,500,1.378,2e1e93fd0d39e59d56f9b811e219b944397e476c200709fbb978bd19dc051d6e,d1030ef27e9c9c72,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,2,5,5,3,26,EXACT-0141,COU-2e1e93fd0d39,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image211 — Embedded Source Visual,Image211 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image211 기술 근거 화면,Technical evidence view named Image211 from the RF/Microwave project,PDF page 22,
COU-dc28f441d4d4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-22::Image212.png,Image212.png,.png,129324,407,1022,0.3982,dc28f441d4d40c3c0e5e38e25d5faf3afd174b420c50573faff1e7ab52720c41,9fe070a73c875cc1,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,3,5,5,3,27,EXACT-0075,COU-dc28f441d4d4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image212 — Embedded Source Visual,Image212 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image212 기술 근거 화면,Technical evidence view named Image212 from the RF/Microwave project,PDF page 22,
COU-1494b184fc12,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image17.png,Image17.png,.png,2188,1946,40,48.65,1494b184fc12e57f66bf9afb5b7b9a9c1301f3bedab8035e60cd9ecadf13c629,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0139,COU-1494b184fc12,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 23,
COU-b9acd60d0321,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image191.png,Image191.png,.png,558,154,197,0.7817,b9acd60d0321213123d625bf958f2f208e899cbe5be69682a67f066768ae5e1e,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0064,COU-b9acd60d0321,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image191 — Embedded Source Visual,Image191 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image191 기술 근거 화면,Technical evidence view named Image191 from the RF/Microwave project,PDF page 23,
COU-f9d9e38cda2d,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image203.png,Image203.png,.png,11119,600,197,3.0457,f9d9e38cda2d2c021340546dfc801e4c33e19ee305e4b04c9695547e6cc8a291,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0070,COU-f9d9e38cda2d,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image203 — Embedded Source Visual,Image203 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image203 기술 근거 화면,Technical evidence view named Image203 from the RF/Microwave project,PDF page 23,
COU-0188175b40d2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image205.png,Image205.png,.png,553,163,197,0.8274,0188175b40d208b09fa46d998aed740b517536b4dfdeef862e2cd543e0f74fae,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0071,COU-0188175b40d2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image205 — Embedded Source Visual,Image205 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image205 기술 근거 화면,Technical evidence view named Image205 from the RF/Microwave project,PDF page 23,
COU-08de0f2ae87c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image207.png,Image207.png,.png,2479,168,197,0.8528,08de0f2ae87cfa44dfa168214db6952925c0add51af3b7d9276353ef784b8120,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0072,COU-08de0f2ae87c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image207 — Embedded Source Visual,Image207 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image207 기술 근거 화면,Technical evidence view named Image207 from the RF/Microwave project,PDF page 23,
COU-a856497748f4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image209.png,Image209.png,.png,10490,553,197,2.8071,a856497748f4082810e55e477b29d6fc8287efbe473de82971e3f757cce29bef,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0073,COU-a856497748f4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image209 — Embedded Source Visual,Image209 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image209 기술 근거 화면,Technical evidence view named Image209 from the RF/Microwave project,PDF page 23,
COU-1e18fe7a99b0,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image215.jpg,Image215.jpg,.jpg,92829,901,711,1.2672,1e18fe7a99b088f25778e48efa44058e3ff505fb32a0d7d906cdbf3a48c6c069,f887878787788678,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Good,5,3,4,3,5,5,3,28,NEAR-0007,COU-74c7e5a4e1aa,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image215 — Embedded Source Visual,Image215 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image215 기술 근거 화면,Technical evidence view named Image215 from the RF/Microwave project,PDF page 23,
COU-ca23f3c068c6,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-23::Image216.jpg,Image216.jpg,.jpg,80203,754,1021,0.7385,ca23f3c068c65c65baff0bc469c2aa4f14ba6eb2dff684385f8aba28cd06f3c3,ccb34c4cb74c4eb2,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Good,5,3,4,3,5,5,3,28,EXACT-0142,COU-ca23f3c068c6,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image216 — Embedded Source Visual,Image216 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image216 기술 근거 화면,Technical evidence view named Image216 from the RF/Microwave project,PDF page 23,
COU-1494b184fc12,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image17.png,Image17.png,.png,2188,1946,40,48.65,1494b184fc12e57f66bf9afb5b7b9a9c1301f3bedab8035e60cd9ecadf13c629,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0139,COU-1494b184fc12,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 24,
COU-b9acd60d0321,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image191.png,Image191.png,.png,558,154,197,0.7817,b9acd60d0321213123d625bf958f2f208e899cbe5be69682a67f066768ae5e1e,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0064,COU-b9acd60d0321,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image191 — Embedded Source Visual,Image191 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image191 기술 근거 화면,Technical evidence view named Image191 from the RF/Microwave project,PDF page 24,
COU-f9d9e38cda2d,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image203.png,Image203.png,.png,11119,600,197,3.0457,f9d9e38cda2d2c021340546dfc801e4c33e19ee305e4b04c9695547e6cc8a291,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0070,COU-f9d9e38cda2d,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image203 — Embedded Source Visual,Image203 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image203 기술 근거 화면,Technical evidence view named Image203 from the RF/Microwave project,PDF page 24,
COU-0188175b40d2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image205.png,Image205.png,.png,553,163,197,0.8274,0188175b40d208b09fa46d998aed740b517536b4dfdeef862e2cd543e0f74fae,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0071,COU-0188175b40d2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image205 — Embedded Source Visual,Image205 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image205 기술 근거 화면,Technical evidence view named Image205 from the RF/Microwave project,PDF page 24,
COU-08de0f2ae87c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image207.png,Image207.png,.png,2479,168,197,0.8528,08de0f2ae87cfa44dfa168214db6952925c0add51af3b7d9276353ef784b8120,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0072,COU-08de0f2ae87c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image207 — Embedded Source Visual,Image207 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image207 기술 근거 화면,Technical evidence view named Image207 from the RF/Microwave project,PDF page 24,
COU-a856497748f4,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image209.png,Image209.png,.png,10490,553,197,2.8071,a856497748f4082810e55e477b29d6fc8287efbe473de82971e3f757cce29bef,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0073,COU-a856497748f4,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image209 — Embedded Source Visual,Image209 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image209 기술 근거 화면,Technical evidence view named Image209 from the RF/Microwave project,PDF page 24,
COU-4dc4a39a20b1,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image219.jpg,Image219.jpg,.jpg,52091,697,504,1.3829,4dc4a39a20b17f460a28c2d77dd893070482c2114f6327648944067ae99c6ed6,d1132ef266b4a46b,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Moderate,5,3,3,2,5,5,3,26,NEAR-0008,COU-97f5311697f0,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image219 — Embedded Source Visual,Image219 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image219 기술 근거 화면,Technical evidence view named Image219 from the RF/Microwave project,PDF page 24,
COU-5145393b87a7,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image220.png,Image220.png,.png,45554,325,410,0.7927,5145393b87a70475297b12015ab03338d4e2a2865a62043ccd36a3c35ae359fa,9a13a516ecac1ee9,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0077,COU-5145393b87a7,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image220 — Embedded Source Visual,Image220 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image220 기술 근거 화면,Technical evidence view named Image220 from the RF/Microwave project,PDF page 24,
COU-335e02520505,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-24::Image221.jpg,Image221.jpg,.jpg,29815,320,654,0.4893,335e025205058eccb23a9dba54a2411120acf4dcc022af0ae5df08241178f197,85b24d966db66992,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,NEAR-0009,COU-ba84539f0d5f,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image221 — Embedded Source Visual,Image221 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image221 기술 근거 화면,Technical evidence view named Image221 from the RF/Microwave project,PDF page 24,
COU-1494b184fc12,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-25::Image17.png,Image17.png,.png,2188,1946,40,48.65,1494b184fc12e57f66bf9afb5b7b9a9c1301f3bedab8035e60cd9ecadf13c629,c9c936365f493649,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0139,COU-1494b184fc12,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image17 — Embedded Source Visual,Image17 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image17 기술 근거 화면,Technical evidence view named Image17 from the RF/Microwave project,PDF page 25,
COU-b9acd60d0321,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-25::Image191.png,Image191.png,.png,558,154,197,0.7817,b9acd60d0321213123d625bf958f2f208e899cbe5be69682a67f066768ae5e1e,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0064,COU-b9acd60d0321,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image191 — Embedded Source Visual,Image191 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image191 기술 근거 화면,Technical evidence view named Image191 from the RF/Microwave project,PDF page 25,
COU-f9d9e38cda2d,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-25::Image203.png,Image203.png,.png,11119,600,197,3.0457,f9d9e38cda2d2c021340546dfc801e4c33e19ee305e4b04c9695547e6cc8a291,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Low,5,3,2,2,5,5,3,25,EXACT-0070,COU-f9d9e38cda2d,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image203 — Embedded Source Visual,Image203 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image203 기술 근거 화면,Technical evidence view named Image203 from the RF/Microwave project,PDF page 25,
COU-0188175b40d2,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-25::Image205.png,Image205.png,.png,553,163,197,0.8274,0188175b40d208b09fa46d998aed740b517536b4dfdeef862e2cd543e0f74fae,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0071,COU-0188175b40d2,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image205 — Embedded Source Visual,Image205 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image205 기술 근거 화면,Technical evidence view named Image205 from the RF/Microwave project,PDF page 25,
COU-08de0f2ae87c,Coursework,,학부 과제 및 프로젝트/고주파공학/Cadence Tutorial2 (1).pdf::page-25::Image207.png,Image207.png,.png,2479,168,197,0.8528,08de0f2ae87cfa44dfa168214db6952925c0add51af3b7d9276353ef784b8120,0000000000000000,RF/Microwave,RF/Microwave,PDF Embedded Image,Embedded Source Visual,false,false,false,false,true,Unreadable/Unknown,5,3,1,2,5,5,3,24,EXACT-0072,COU-08de0f2ae87c,Instructor/Third-Party Material,"Tutorial, instructor material, data sheet, or external template",,,,,,,RF/Microwave의 Image207 — Embedded Source Visual,Image207 from RF/Microwave — Embedded Source Visual,RF/Microwave 과제의 Image207 기술 근거 화면,Technical evidence view named Image207 from the RF/Microwave project,PDF page 25,
